GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
283488151,20140121,201401,2014,2014.0575,NGOBUSWEF,WORLD ECONOMIC FORUM,,WEF,,,,NGO,BUS,,CHE,DAVOS,CHE,,,,,,,,1,040,040,04,1,1.0,10,1,10,2.22222222222222,0,,,,,,,0,,,,,,,0,,,,,,,20140121,http://business.time.com/2014/01/20/worlds-85-wealthiest-people-as-rich-as-3-5-billion-poorest/?xid=rss-topstories&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+time%2Ftopstories+%28TIME%3A+Top+Stories%29
283467009,20140121,201401,2014,2014.0575,,,,,,,,,,,MNCCHE,TYCO INTERNATIONAL,CHE,,,,,MNC,,,0,042,042,04,1,1.9,5,1,5,0.613496932515337,0,,,,,,,0,,,,,,,0,,,,,,,20140121,http://www.forbes.com/sites/stockoptionschannel/2014/01/21/march-22nd-options-now-available-for-tyco-international-tyc/
283470373,20140121,201401,2014,2014.0575,BUS,BUSINESS,,,,,,BUS,,,CHE,DAVOS,CHE,,,,,,,,1,042,042,04,1,1.9,30,3,30,4.88275931210714,0,,,,,,,0,,,,,,,0,,,,,,,20140121,http://www.menafn.com/1093758398/Pope-to-Davos-elite-use-your-skills-for-the-poor
284096433,20140130,201401,2014,2014.0822,,,,,,,,,,,CHE,ZURICH,CHE,,,,,,,,1,190,190,19,4,-10.0,5,1,5,2.41935483870968,0,,,,,,,0,,,,,,,0,,,,,,,20140130,http://www.dailyherald.com/article/20140130/news/701309865/
284116574,20140130,201401,2014,2014.0822,COP,POLICE,,,,,,COP,,,CHE,ZURICH,CHE,,,,,,,,1,190,190,19,4,-10.0,5,1,5,2.41935483870968,0,,,,,,,0,,,,,,,0,,,,,,,20140130,http://www.dailyherald.com/article/20140130/news/701309865/
287536856,20140226,201402,2014,2014.1534,MNCUSA,MORGAN STANLEY,USA,,,,,MNC,,,MNCCHE,WEATHERFORD INTERNATIONAL,CHE,,,,,MNC,,,1,010,010,01,1,0.0,10,1,10,0.970873786407767,0,,,,,,,0,,,,,,,0,,,,,,,20140226,http://www.benzinga.com/analyst-ratings/analyst-color/14/02/4345880/update-morgan-stanley-reiterates-on-weatherford-internat?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+benzinga+%28Benzinga+News+Feed%29
288712821,20140308,201403,2014,2014.1863,GOVDEV,DEVELOPMENT COUNCIL,,,,,,GOV,DEV,,CHE,BASEL,CHE,,,,,,,,1,150,150,15,4,-7.2,10,1,10,1.42857142857143,0,,,,,,,0,,,,,,,0,,,,,,,20140308,http://www.deccanherald.com/content/390719/basel-iii-high-power-panel.html
288712820,20140308,201403,2014,2014.1863,GOVDEV,DEVELOPMENT COUNCIL,,,,,,GOV,DEV,,CHE,BASEL,CHE,,,,,,,,1,030,030,03,1,4.0,10,1,10,1.42857142857143,0,,,,,,,0,,,,,,,0,,,,,,,20140308,http://www.deccanherald.com/content/390719/basel-iii-high-power-panel.html
283420876,20140119,201401,2014,2014.0521,NGOBUSWEF,WORLD ECONOMIC FORUM,,WEF,,,,NGO,BUS,,CHE,DAVOS,CHE,,,,,,,,1,040,040,04,1,1.0,10,1,10,6.98924731182796,0,,,,,,,0,,,,,,,0,,,,,,,20140119,http://www.theguardian.com/business/2014/jan/19/davos-2014-healthy-economy-high-value-wellbeing
285145397,20140208,201402,2014,2014.1041,,,,,,,,,,,CHE,BASEL,CHE,,,,,,,,1,046,046,04,1,7.0,10,1,10,0.0,0,,,,,,,0,,,,,,,0,,,,,,,20140208,http://www.knoxnews.com/news/2014/feb/08/knox-county-audit-committee-chairman-calls-open/?partner=yahoo_feeds
